,RunId,iteration,Step,density,width,height,Umidade,TipoVegetacao,Fine,On Fire,PartiallyBurned,Burned Out,Saved index
216,216,8,7,200,100,100,0.8,0.4,9476,5,236,283,0.45472061657032753
217,217,8,3,200,100,100,0.8,0.6000000000000001,9713,6,190,91,0.6761565836298933
218,218,8,24,200,100,100,0.4,0.8,0,16,15,9969,0.0015024038461538462
219,219,8,2,200,100,100,0.8,0.8,9730,1,182,87,0.6765799256505576
220,220,8,20,200,100,100,0.6000000000000001,0.0,0,3,0,9997,0.0
221,221,8,26,200,100,100,0.6000000000000001,0.2,0,3,38,9959,0.0038011403421026307
222,222,8,19,200,100,100,0.8,0.0,3,40,0,9957,0.0
223,223,9,20,200,100,100,0.0,0.0,0,28,0,9972,0.0
224,224,9,20,200,100,100,0.0,0.2,3,63,0,9934,0.0
225,225,9,20,200,100,100,0.0,0.4,0,13,0,9987,0.0
226,226,9,21,200,100,100,0.0,0.6000000000000001,0,5,0,9995,0.0
227,227,8,39,200,100,100,0.8,0.2,8,1,299,9692,0.029926934240816733
228,228,9,20,200,100,100,0.0,0.8,1,34,0,9965,0.0
229,229,9,22,200,100,100,0.2,0.0,0,2,0,9998,0.0
230,230,8,56,200,100,100,0.6000000000000001,0.4,34,1,570,9395,0.057200200702458605
231,231,9,20,200,100,100,0.2,0.2,0,1,0,9999,0.0
232,232,9,20,200,100,100,0.2,0.4,0,6,0,9994,0.0
233,233,9,20,200,100,100,0.2,0.8,0,2,0,9998,0.0
234,234,9,22,200,100,100,0.2,0.6000000000000001,0,1,0,9999,0.0
235,235,9,21,200,100,100,0.4,0.0,0,3,0,9997,0.0
236,236,9,21,200,100,100,0.4,0.2,0,21,2,9977,0.0002004208838560978
237,237,9,23,200,100,100,0.4,0.4,0,1,6,9993,0.0006000600060006001
238,238,9,23,200,100,100,0.4,0.6000000000000001,0,16,17,9967,0.001702724358974359
239,239,9,20,200,100,100,0.6000000000000001,0.0,0,9,0,9991,0.0
240,240,9,23,200,100,100,0.4,0.8,0,1,24,9975,0.0024002400240024004
241,241,9,22,200,100,100,0.6000000000000001,0.6000000000000001,8826,9,404,761,0.34678111587982835
242,242,9,2,200,100,100,0.8,0.6000000000000001,9728,1,176,95,0.6494464944649446
243,243,9,18,200,100,100,0.6000000000000001,0.8,8134,8,530,1328,0.2852529601722282
244,244,9,1,200,100,100,0.8,0.8,9785,10,148,57,0.7219512195121951
245,245,9,7,200,100,100,0.8,0.4,9425,1,273,301,0.47560975609756095
246,246,9,27,200,100,100,0.6000000000000001,0.2,0,10,56,9934,0.005605605605605605
247,247,9,20,200,100,100,0.8,0.0,0,21,0,9979,0.0
248,248,9,55,200,100,100,0.6000000000000001,0.4,313,1,755,8931,0.07794755316952302
249,249,9,42,200,100,100,0.8,0.2,437,3,585,8975,0.06119246861924686
